big5_openness,big5_conscientiousness,big5_extraversion,big5_agreeableness,big5_neuroticism,max_trait
0.5022273862154554,0.6682272816449848,0.09907119892739402,0.6894129934055546,0.5722025362892219,0
0.5774339999572441,0.19351067399129374,0.3840713909874707,0.29291051547004965,0.9999999991558522,4
0.3610061778639716,0.733543947709456,0.08767156115687574,0.821620495279548,0.9540631978140884,3
0.6410693829860549,0.6470016235447413,0.20618373627663977,0.9653533181053303,0.8994001478281444,3
0.34529460518034927,0.9625089747261621,0.28921549093876997,0.9795078987012937,0.11893514470417621,3
0.738435651562373,0.2432444593092366,0.2357707979489893,0.47513799419259445,0.6631040050014982,3
0.373724628626551,0.3125569032523586,0.14283479808614602,0.49782503105012116,0.8523527064252255,0
0.41467541886519405,0.7006587779436608,0.14321551281014822,0.8280164806104678,0.9266876358416739,0
0.8155454500394425,0.5342026769724874,0.4001448881326169,0.5987430777542007,0.8226346363692094,1
0.6166159913794886,0.6474844655664599,0.6268144806466631,0.7859593724409932,0.28059024334808125,3
0.7312547586818622,0.05360475610499538,0.46712137591880293,0.4616983391034556,0.7674856551074084,0
0.8441306197703604,0.43666783622786987,0.0529170690439244,0.5659914173480852,0.7200285959492098,1
0.5972504204535554,0.8648783323954075,0.8463875764222946,0.930785103869239,0.7862367751130416,3
0.6381726371344649,0.7420002989608913,0.49767874485644564,0.9004528964864524,0.5681841018639711,0
0.5940303213513192,0.22707788012704455,0.052679194707016375,0.6940446688255937,0.9839019148598376,0
0.7214022960853821,0.6369459857934653,0.8008629499926652,0.9111779678456204,0.8144997832520139,3
0.23447849851224906,0.7420547456805527,0.1565187310456908,0.8087789799148789,0.8652964987475362,0
0.29824131411884464,0.7913183237546686,0.252857232498443,0.5275689389115543,0.9153480986033926,3
0.5928245534290274,0.45775985189195967,0.07541272246936626,0.5861050588999099,0.30373351559367157,0
0.8919553934599889,0.7497489866420859,0.029174020132025802,0.5229438386074122,0.20760416931553194,0
0.6458310318024414,0.6283668089583128,0.8348102125239323,0.7374073922325397,0.4615968018781691,0
0.9323365609167471,0.5882229693660995,0.4576792723511325,0.010150447330622037,0.9026915199146394,0
0.7323869379493743,0.8257379949712285,0.16596064158925516,0.9117187888443798,0.061871761637357914,3
0.798099906795819,0.2665086896050537,0.11083071433675268,0.20390476235171123,0.8737984192417859,0
0.8646693223973618,0.18996867774155968,0.0021348126905992304,0.21416861024840067,0.9999218419944689,3
0.8641560471047623,0.26511065837405007,0.06567361402132299,0.3688925488339795,0.9752674873534921,3
0.34014338928541815,0.7783711211252394,0.4544606605520914,0.9585939181656737,0.7338489337999899,0
0.5372557137818699,0.7593366157996202,0.746443020471535,0.9710757108073667,0.568658444223834,3
0.08056862141847526,0.49883573002713466,0.056039230622118796,0.4840480588618054,0.9899659633951119,0
0.4963990097459261,0.24671026533197743,0.5432036032003332,0.16912419027348674,0.6015800347971573,3
0.2645381773321928,0.7814604891142041,0.0023062815261531977,0.933779727057667,0.5513419721137421,3
0.41530888554237144,0.8964787505749219,0.4455571413371518,0.9257422508558593,0.7827157594177518,3
0.9874460112282694,0.20731051723986416,0.005067704425167241,0.05138874860827458,0.9750846831019813,0
0.49085190060696837,0.5111793220333626,0.19587462327736294,0.5021621418524904,0.9656317656535623,0
0.8748720598073703,0.5181603034060048,0.4919072621235709,0.5055124315029078,0.7847380706459739,0
0.8736189966404528,0.7841996463607356,0.5599234668193237,0.9170240728296242,0.9723481603323543,0
0.47848353663666643,0.2583891094055292,0.019302529897321452,0.6347347770925464,0.7912422162921219,4
0.649814824144349,0.012382092194648364,0.0549703497131358,0.4587200219896725,0.9973258648776249,3
0.2959689735679725,0.8200312902651901,0.1640047152340296,0.8518833561056718,4.678406069508201E-5,3
0.6948040082628626,0.7139296966621944,0.3733831079970143,0.9473702250160589,0.9991304424767258,0
